site_id,unique_id,genus,species,common_name,individual,canopy_ht1,canopy_ht2,canopy_ht3,canopy_ht4 ,canopy_ht5,avg_canopy_ht,num_shots_or_samples,yr,mo,dy,aop_plot,initials,punch_diameter,punch_scan_count,mass_count,total_sample_mass,mass_per_punch_leaf,total_sample_area,average_punch_leaf_area,mass_per_area,species_code,plant_type,wyo_sample_id,fifteenN,thirteenC,totalN,totalC,notes,plot_id,plant_group
SJER,824-F045,Quercus ,wislizeni,interior live oak,F045,4.6,4.8,2.5,,,3.9,3,2013,6,17,824,BC,1.27,20,20,0.4645,0.0232,25.33537395,1.2668,0.0183,QUWI2,Tree; Shrub,20130263.05,-3,-25.2,1.4,45.3,,,
SJER,824-F046,Quercus ,wislizeni,interior live oak,F046,5.3,5,5.7,,,5.3,3,2013,6,17,824,BC,1.27,30,30,0.6727,0.0224,38.00306093,1.2668,0.0177,QUWI2,Tree; Shrub,20130263.05,-2.7,-24.5,1.4,45.4,,,
SJER,361-F019,Ceanothus,cuneatus,buckbrush,F019,1.9,1.9,3.1,,,2.3,3,2013,6,14,361,BC; MO,,10,10,0.2196,0.022,9.0932,0.9093,0.0241,CECU,Shrub,20130263.02,-2.6,-26.5,1.3,46.2,,,
SJER,361-F020,Ceanothus,cuneatus,buckbrush,F020,2,1.8,1.7,,,1.8,3,2013,6,14,361,BC; MO,,10,10,0.2774,0.0277,10.33425,1.0334,0.0268,CECU,Shrub,20130263.02,-1.4,-26.8,1.4,46.6,,,
SJER,361-F021,Ceanothus,cuneatus,buckbrush,F021,3.5,1.9,1.7,,,2.3,3,2013,6,14,361,BC; MO,,10,10,0.3471,0.0347,12.66114,1.2661,0.0274,CECU,Shrub,20130263.02,-1.7,-26.8,1.4,45.2,,,
SJER,361-F022,Ceanothus,cuneatus,buckbrush,F022,2.2,2,2.4,,,2.2,3,2013,6,14,361,BC; MO,,10,10,0.3992,0.0399,13.43561,1.3436,0.0297,CECU,Shrub,20130263.02,-2.6,-26,1.4,46.1,,,
SJER,361-F023,Ceanothus,cuneatus,buckbrush,F023,1.6,1.8,1.6,,,1.6,3,2013,6,14,361,BC; MO,,10,10,0.1215,0.0122,5.18645,0.5186,0.0234,CECU,Shrub,20130263.02,-1.3,-26.5,1.5,46.2,,,
SJER,361-F024,Pinus,sabiana,California foothill pine,F024,3.8,3.9,,,,3.9,2,2013,6,14,361,BC; MO,,10,10,0.8456,0.0846,25.40658,2.5407,0.0333,PISA2,Tree,20130263.02,-3.3,-25,1.4,46.8,Only pine in 40x40 plot but others outside wanted for AOP ASD. Sample includes old and new needles. ,,
SJER,272-F088,Pinus,sabiana,California foothill pine,F088,4.7,3.2,3.5,,,3.8,3,2013,6,19,272,BC; MO,,10,10,0.7063,0.0706,26.06532,2.6065,0.0271,PISA2,Tree,20130263.09,0.2,-24.2,2,47.6,,,
SJER,272-F089,Pinus,sabiana,California foothill pine,F089,3.5,4.1,2.4,,,3.3,3,2013,6,19,272,BC; MO,,11,11,0.6515,0.0592,21.55593,1.9596,0.0302,PISA2,Tree,20130263.09,-2.3,-24.6,1.4,48.9,,,
SJER,272-F090,Quercus,wislizeni,interior live oak,F090,4.4,4,5,,,4.4,3,2013,6,19,272,BC; MO,1.27,22,22,0.402,0.0183,27.86891135,1.2668,0.0144,QUWI2,Tree; Shrub,20130263.09,-1.2,-27.9,1.3,47.2,,,
SJER,272-F091,Quercus,wislizeni,interior live oak,F091,6.7,8.3,5.5,,,6.8,3,2013,6,19,272,BC; MO,1.27,30,30,0.6613,0.022,38.00306093,1.2668,0.0174,QUWI2,Tree; Shrub,20130263.09,-2.4,-26.4,1.4,46.8,,,
SJER,272-F092,Quercus,wislizeni,interior live oak,F092,4.1,6.5,7.3,,,5.9,3,2013,6,19,272,BC; MO,1.27,30,30,0.635,0.0212,38.00306093,1.2668,0.0167,QUWI2,Tree; Shrub,20130263.09,-3.1,-26.1,1.2,47.2,,,
SJER,272-F085,Arctostaphylos,viscida,sticky whiteleaf manzanita,F085,1.8,0.8,1.1,,,1.2,3,2013,6,19,272,BC; MO,1.27,21,21,0.9329,0.0444,26.60214265,1.2668,0.0351,ARVI4,Tree; Shrub,20130263.09,-2.2,-27.9,0.7,50.4,Partially shaded by QUWI2,,
SJER,272-F086,Arctostaphylos,viscida,sticky whiteleaf manzanita,F086,1.2,1.1,1,,,1.1,3,2013,6,19,272,BC; MO,1.27,22,22,0.7437,0.0338,27.86891135,1.2668,0.0267,ARVI4,Tree; Shrub,20130263.09,-1.9,-28.6,0.9,50.2,,,
SJER,272-F087,Arctostaphylos,viscida,sticky whiteleaf manzanita,F087,2.8,2.2,2.8,,,2.6,3,2013,6,19,272,BC; MO,1.27,30,30,0.9859,0.0329,38.00306093,1.2668,0.0259,ARVI4,Tree; Shrub,20130263.09,-3.7,-28.8,0.8,49.8,,,
SJER,192-F014,Quercus ,wislizeni,interior live oak,F014,6.5,2.9,,,,4.7,2,2013,6,13,192,BC; MO,1.27,30,30,0.6111,0.0204,38.00306093,1.2668,0.0161,QUWI2,Tree; Shrub,20130263.01,-4.2,-26.9,1.3,45.1,,,
SJER,192-F015,Quercus ,wislizeni,interior live oak,F015,7,9,,,,8,2,2013,6,13,192,BC; MO,1.27,25,27,0.6053,0.0224,34.20275484,1.2668,0.0177,QUWI2,Tree; Shrub,20130263.02,-2.8,-26,1.4,45.4,,,
SJER,192-F016,Quercus ,wislizeni,interior live oak,F016,7.3,3.5,,,,5.4,2,2013,6,13,192,BC; MO,1.27,22,20,0.4676,0.0234,25.33537395,1.2668,0.0185,QUWI2,Tree; Shrub,20130263.02,-2.6,-25.7,1.3,45.3,,,
SJER,192-F017,Quercus ,wislizeni,interior live oak,F017,7.1,3.8,,,,5.5,2,2013,6,13,192,BC; MO,1.27,11,11,0.2545,0.0231,13.93445568,1.2668,0.0183,QUWI2,Tree; Shrub,20130263.02,-3.4,-25.4,1.2,45.2,,,
SJER,192-F018,Quercus ,wislizeni,interior live oak,F018,6,7.8,,,,6.9,2,2013,6,13,192,BC; MO,1.27,22,22,0.5458,0.0248,27.86891135,1.2668,0.0196,QUWI2,Tree; Shrub,20130263.02,-4,-25.5,1.4,45,,,
SJER,128-F048,Quercus,douglasi,blue oak,F048,6.2,4.8,5.3,,,5.4,3,2013,6,17,128,BC,1.27,25,25,0.4631,0.0185,31.66921744,1.2668,0.0146,QUDO,Tree,20130263.05,-2.1,-28.4,2,43.3,,,
SJER,128-F049,Quercus,douglasi,blue oak,F049,5.2,6.3,5.7,,,5.7,3,2013,6,17,128,BC,1.27,30,30,0.5895,0.0197,38.00306093,1.2668,0.0155,QUDO,Tree,20130263.05,-1.9,-27.7,1.7,43.5,,,
SJER,128-F050,Quercus,douglasi,blue oak,F050,4.6,5.7,4.8,,,5,3,2013,6,17,128,BC,1.27,28,28,0.4979,0.0178,35.46952354,1.2668,0.014,QUDO,Tree,20130263.05,-1.6,-27,2.1,43.9,,,
SJER,128-F051,Quercus,douglasi,blue oak,F051,5.8,5,4.9,,,5.2,3,2013,6,17,128,BC,1.27,24,24,0.4583,0.0191,30.40244875,1.2668,0.0151,QUDO,Tree,20130263.05,-1.7,-27.5,2.1,44,,,
SJER,128-F052,Rhamus ,ilicifolia,hollyleaf redberry,F052,2.8,3,3.2,,,3,3,2013,6,17,128,BC,1.27,19,19,0.4696,0.0247,24.06860526,1.2668,0.0195,RHIL,Shrub;Tree,20130263.05,-0.6,-26.9,1.9,44.4,,,
SJER,128-F053,Rhamus ,ilicifolia,hollyleaf redberry,F053,2.6,3.1,2.8,,,2.8,3,2013,6,17,128,BC,1.27,27,25,0.5573,0.0223,31.66921744,1.2668,0.0176,RHIL,Shrub;Tree,20130263.05,-1.9,-28.6,1.5,44.4,,,
SJER,128-F054,Rhamus ,ilicifolia,hollyleaf redberry,F054,3.4,1.5,2.7,,,2.5,3,2013,6,17,128,BC,,,,,,,,,RHIL,Shrub;Tree,20130263.05,-1.8,-27.7,1.8,44,,,
SJER,117-F028,Quercus ,douglasi,blue oak,F028,5.2,4.4,,,,4.8,2,2013,6,14,117,BC; MO,1.27,18,18,0.3566,0.0198,22.80183656,1.2668,0.0156,QUDO,Tree,20130263.03,0.6,-27.3,2.3,44.1,,,
SJER,117-F029,Quercus,douglasi,blue oak,F029,5.7,6.2,,,,6,2,2013,6,14,117,BC; MO,1.27,21,21,0.3748,0.0178,26.60214265,1.2668,0.0141,QUDO,Tree,20130263.03,0.6,-27.1,1.8,44.1,,,
SJER,117-F026,Quercus ,wislizeni,interior live oak,F026,5.2,5.3,5.4,,,5.3,3,2013,6,14,117,BC; MO,1.27,16,16,0.3398,0.0212,20.26829916,1.2668,0.0168,QUWI2,Tree; Shrub,20130263.03,-1.3,-24.8,1.8,45.5,,,
SJER,117-F027,Quercus ,wislizeni,interior live oak,F027,5,4.6,,,,4.8,2,2013,6,14,117,BC; MO,1.27,16,16,0.3987,0.0249,20.26829916,1.2668,0.0197,QUWI2,Tree; Shrub,20130263.03,0.2,-24.7,1.6,45.4,,,
SJER,116-F007,Quercus ,douglasi,blue oak,F007,7.5,4.1,2.3,,,4.6,3,2013,6,13,116,BC; MO,1.27,26,26,0.4822,0.0185,32.93598614,1.2668,0.0146,QUDO,Tree,20130263.01,-3,-27.9,1.9,42.4,,,
SJER,116-F008,Quercus ,douglasi,blue oak,F008,7.4,5.5,,,,6.5,2,2013,6,13,116,BC; MO,1.27,23,23,0.4566,0.0199,29.13568005,1.2668,0.0157,QUDO,Tree,20130263.01,-4.3,-28.2,1.9,43.2,,,
SJER,116-F011,Quercus ,douglasi,blue oak,F011,5.3,4.1,,,,4.7,2,2013,6,13,116,BC; MO,1.27,23,23,0.3948,0.0172,29.13568005,1.2668,0.0136,QUDO,Tree,20130263.01,-2.5,-27.4,2.2,42.8,,,
SJER,116-F013,Quercus,douglasi,blue oak,F013,6.4,4.9,2,,,4.4,3,2013,6,13,116,BC; MO,1.27,30,30,0.4943,0.0165,38.00306093,1.2668,0.013,QUDO,Tree,20130263.01,-3.6,-27.3,1.8,43.2,,,
SJER,116-F006,Quercus,wislizeni,interior live oak,F006,7.7,5.2,1.6,,,4.8,3,2013,6,13,116,BC; MO,1.27,12,12,0.2632,0.0219,15.20122437,1.2668,0.0173,QUWI2,Tree; Shrub,20130263.01,-3.6,-26.5,1.3,45.1,,,
SJER,116-F009,Quercus ,wislizeni,interior live oak,F009,6.2,5.1,2.3,,,4.5,3,2013,6,13,116,BC; MO,1.27,21,21,0.4262,0.0203,26.60214265,1.2668,0.016,QUWI2,Tree; Shrub,20130263.01,-4.3,-26.3,1.3,45.2,,,
SJER,116-F010,Quercus ,wislizeni,interior live oak,F010,5.3,7.1,,,,6.2,2,2013,6,13,116,BC; MO,1.27,20,20,0.4783,0.0239,25.33537395,1.2668,0.0189,QUWI2,Tree; Shrub,20130263.01,-2.5,-24.9,1.4,45.2,,,
SJER,116-F012,Quercus,wislizeni,interior live oak,F012,5.6,3,,,,4.3,2,2013,6,13,116,BC; MO,1.27,24,24,0.6115,0.0255,30.40244875,1.2668,0.0201,QUWI2,Tree; Shrub,20130263.01,-3.3,-26.2,1.3,45.5,,,
SJER,112-F036,Quercus ,douglasi,blue oak,F036,5.2,3.2,,,,4.2,2,2013,6,16,112,BC,1.27,30,30,0.5704,0.019,38.00306093,1.2668,0.015,QUDO,Tree,20130263.04,-2.1,-27.2,2.1,43.2,,,
SJER,112-F037,Quercus,douglasi,blue oak,F037,6.7,,,,,6.7,1,2013,6,16,112,BC,1.27,21,21,0.4645,0.0221,26.60214265,1.2668,0.0175,QUDO,Tree,20130263.04,-2.2,-28.4,1.8,43.4,Sampled by UW,,
SJER,112-F038,Quercus,douglasi,blue oak,F038,4.2,,,,,4.2,1,2013,6,16,112,BC,1.27,20,20,0.3414,0.0171,25.33537395,1.2668,0.0135,QUDO,Tree,20130263.04,-2.8,-29.1,2,44,Sampled by UW,,
SJER,112-F030,Pinus,sabiana,California foothill pine,F030,9.2,,,,,9.2,1,2013,6,16,112,BC,,10,10,1.0332,0.1033,30.29517,3.0295,0.0341,PISA2,Tree,20130263.03,-2.8,-25.6,1.3,47.6,1 limb from UW,,
SJER,112-F031,Pinus,sabiana,California foothill pine,F031,8.4,,,,,8.4,1,2013,6,16,112,BC,,10,10,1.0412,0.1041,28.20338,2.8203,0.0369,PISA2,Tree,20130263.03,-2.2,-25.3,1.7,47.5,1 limb from UW; sampled by UW,,
SJER,112-F032,Pinus,sabiana,California foothill pine,F032,13.1,,,,,13.1,1,2013,6,16,112,BC,,10,10,0.8978,0.0898,27.1757,2.7176,0.033,PISA2,Tree,20130263.03,-2.6,-25.1,1.4,47.2,1 limb from UW; sampled by UW,,
SJER,112-F039,Quercus,wislizeni,interior live oak,F039,4.2,4,,,,4.1,2,2013,6,16,112,BC,1.27,26,26,0.5482,0.0211,32.93598614,1.2668,0.0166,QUWI2,Tree; Shrub,20130263.04,-3.9,-26.7,1.3,45.1,Sampled by UW,,
SJER,112-F040,Quercus,wislizeni,interior live oak,F040,2.7,2.6,,,,2.6,2,2013,6,16,112,BC,1.27,22,22,0.4655,0.0212,27.86891135,1.2668,0.0167,QUWI2,Tree; Shrub,20130263.04,-3.2,-25.6,1.4,45.3,Sampled by UW,,
SJER,112-F041,Quercus,wislizeni,interior live oak,F041,3.8,2.7,,,,3.3,2,2013,6,16,112,BC,1.27,28,26,0.6953,0.0267,32.93598614,1.2668,0.0211,QUWI2,Tree; Shrub,20130263.04,-3.6,-25.5,1.3,45.4,,,
SJER,112-F033,Arctostaphylos,viscida,sticky whiteleaf manzanita,F033,2.4,1.2,,,,1.8,2,2013,6,16,112,BC,1.27,25,27,0.998,0.037,34.20275484,1.2668,0.0292,ARVI4,Tree; Shrub,20130263.03,-1.5,-27,0.9,48.1,Sampled by UW,,
SJER,112-F034,Arctostaphylos,viscida,sticky whiteleaf manzanita,F034,2.4,1.1,,,,1.7,2,2013,6,16,112,BC,1.27,30,30,1.3292,0.0443,38.00306093,1.2668,0.035,ARVI4,Tree; Shrub,20130263.03,-1.4,-29.5,0.6,47.4,Sampled by UW,,
SJER,112-F035,Arctostaphylos,viscida,sticky whiteleaf manzanita,F035,1.2,1.7,,,,1.4,2,2013,6,16,112,BC,1.27,30,30,1.2522,0.0417,38.00306093,1.2668,0.0329,ARVI4,Tree; Shrub,20130263.04,-3.7,-27.6,0.7,47.5,,,
SJER,37-F025,Quercus ,douglasi,blue oak,F025,5.3,7.6,,,,6.5,2,2013,6,14,37,BC; MO,1.27,16,16,0.2949,0.0184,20.26829916,1.2668,0.0145,QUDO,Tree,20130263.03,-1.8,-27.4,1.9,44.3,,,
SJER,8-F067,Sambucus ,nigra,blue or American black elderberry,F067,2.9,3.9,2.4,,,3.1,3,2013,6,18,8,BC,1.27,22,24,0.224,0.0093,30.40244875,1.2668,0.0074,SANIC4/SANIC5,Shrub;Tree,20130263.07,5.9,-27.3,1.1,8.6,recorded on field data sheet as Sambucus mexicana could be subspecies cerulea or canadensis,,
SJER,8-F068,Sambucus ,nigra,blue or American black elderberry,F068,2,1.7,,,,1.9,2,2013,6,18,8,BC,1.27,20,20,0.3838,0.0192,25.33537395,1.2668,0.0151,SANIC4/SANIC5,Shrub;Tree,20130263.07,6.5,-29.6,1.8,27.2,recorded on field data sheet as Sambucus mexicana could be subspecies cerulea or canadensis,,
SJER,8-F060,Keckiella ,breviflora,bush beardtongue,F060,0.8,1.1,1.2,,,1,3,2013,6,18,8,MO,,10,10,0.3476,0.0348,27.79737,2.7797,0.0125,KEBR,Shrub;Subshrub,20130263.06,0.6,-26.7,1.2,45.1,,,
SJER,8-F061,Keckiella ,breviflora,bush beardtongue,F061,1.1,0.8,1.1,,,1,3,2013,6,18,8,MO,,10,10,0.1966,0.0197,26.84527,2.6845,0.0073,KEBR,Shrub;Subshrub,20130263.06,1.2,-26.3,1.3,44.9,,,
SJER,8-F062,Keckiella ,breviflora,bush beardtongue,F062,0.9,,,,,0.9,1,2013,6,18,8,MO,,10,10,0.2354,0.0235,22.99409,2.2994,0.0102,KEBR,Shrub;Subshrub,20130263.06,2,-27.9,1,44.6,,,
SJER,8-F063,Keckiella ,breviflora,bush beardtongue,F063,1.5,0.8,1.1,,,1.1,3,2013,6,18,8,BC,,10,10,0.1377,0.0138,17.69533,1.7695,0.0078,KEBR,Shrub;Subshrub,20130263.06,0,-27.7,0.6,42.7,,,
SJER,8-F064,Lupinus ,albifrons,silver lupine,F064,2.7,2,1.6,1.3,,1.9,4,2013,6,18,8,BC,,10,10,0.0672,0.0067,4.67205,0.4247,0.0158,LUAL4,Subshrub; Shrub,20130263.06,0.8,-28.8,2.5,34.3,,,
SJER,8-F065,Lupinus ,albifrons,silver lupine,F065,2,1.7,0.8,,,1.5,3,2013,6,18,8,BC,,10,10,0.0509,0.0051,4.4298,0.3408,0.0149,LUAL4,Subshrub; Shrub,20130263.07,0.7,-28.9,2.4,33.9,,,
SJER,8-F066,Lupinus ,albifrons,silver lupine,F066,1.4,1.3,1,,,1.2,3,2013,6,18,8,BC,,10,10,0.0584,0.0058,4.57334,0.4573,0.0128,LUAL4,Subshrub; Shrub,20130263.07,0.8,-29,2.5,33.8,,,
SJER,4-F055,Quercus,wislizeni,interior live oak,F055,5.3,5.8,4.9,,,5.3,3,2013,6,17,4,BC; MO,1.27,30,30,0.6882,0.0229,38.00306093,1.2668,0.0181,QUWI2,Tree; Shrub,20130263.06,-2.9,-25.3,1.3,46,,,
SJER,4-F056,Quercus,wislizeni,interior live oak,F056,4,4.3,5.3,,,4.5,3,2013,6,17,4,BC; MO,1.27,23,23,0.5643,0.0245,29.13568005,1.2668,0.0194,QUWI2,Tree; Shrub,20130263.06,-3.4,-26.5,1.3,46,,,
